Product Name,Product ID,Price,Color,Brand,SKU,Sole-Type,Sale Percentage,  Sale Price  ,Season,Size
Snow Boots GEOX,D Falena B Abx C D16HXC 022FU C9002 Dk Grey,162,Grey,Geox,208491549,Flat,New, product not in sale ,Fall/Winter,"38 , 39 , 40 , 41"
Trainers GEOX,D Falena B Abx B D16HXB 046FU C0007 White/Silver,157,White,Geox,208491532,Flat,-15%,Ä 133.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Knee High Boots GEOX,D Hoara H D16FTH 04643 C9999 Black,174,Black,Geox,208491426,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots GEOX,D Hoara A D16FTA 04143 C9999 Black,135,Black,Geox,208491402,Flat,-4%,Ä 129.00,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Hiking Boots GEOX,D Hoara C D16FTC 00046 C9999 Black,140,Black,Geox,208491419,Flat,-10%,Ä 126.00,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Trainers GEOX,D Backsie C D16FLC 08522 C9999 Black,131,Black,Geox,208491396,Flat,-20%,Ä 105.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers GEOX,D Falena B Abx A D16HXA 08522 C6777 Tobacco,145,Brown,Geox,208491501,Flat,New, product not in sale ,All year round,"37 , 39"
Trainers GEOX,D Backsie C D16FLC 08522 C1002 Off White,131,White,Geox,208491389,not defined,-9%,Ä 119.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers GEOX,D Pontoise B D16FEB 08540 C9999 Black,124,Black,Geox,208491242,Flat,-10%,Ä 112.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers GEOX,D Pontoise B D16FEB 08540 C1002 Off White,124,White,Geox,208491235,Flat,-15%,Ä 105.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers GEOX,D Backsie B D16FLB 02207 C9876 Black/Off White,124,Black,Geox,208491372,Flat,-10%,Ä 112.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers GEOX,D Warley B D16FBB 08522 C9999 Black,119,Black,Geox,208491228,Flat,-10%,Ä 107.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers GEOX,D Backsie B D16FLB 02207 C5MR6 Dk Beige/Tobacco,124,Brown,Geox,208491365,not defined,New, product not in sale ,All year round,"36 , 38 , 39 , 40 , 41"
Trainers GEOX,D Warley B D16FBB 08522 C1352 White/Off White,119,White,Geox,208491211,Flat,-20%,Ä 95.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers GEOX,D Warley B D16FBB 00722 CR61Q Tobacco/Off White,119,Brown,Geox,208491204,not defined,-20%,Ä 95.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers GEOX,D Alhour A D16FGA 08522 C9999 Black,135,Black,Geox,208491341,not defined,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers GEOX,D Alhour A D16FGA 08522 C1000 White,135,White,Geox,208491334,not defined,-16%,Ä 114.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers GEOX,D Alhour A D16FGA 02285 C9999 Black,135,Black,Geox,208491327,not defined,-10%,Ä 121.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots GEOX,D New Annya A D16C8A 00085 C9999 Black,135,Black,Geox,208491181,Block heel,New, product not in sale ,Fall/Winter,"36 , 37 , 39 , 40 , 41"
Ankle boots GEOX,D New Annya A D16C8A 00085 C0013 Brown,135,Brown,Geox,208491174,Block heel,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Trainers GEOX,D Leelu' C D16FFC 08522 C9999 Black,119,Black,Geox,208491310,Flat,-15%,Ä 101.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers GEOX,D Leelu' C D16FFC 08522 C1352 White/Off White,119,White,Geox,208491303,Flat,-46%,Ä 64.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots GEOX,D N.Anny A M. A D16CBA 00021 C9999 Black,135,Black,Geox,208491167,Block heel,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Trainers GEOX,D Leelu' C D16FFC 022PV C9002 Dk Grey,119,Grey,Geox,208491297,Flat,-20%,Ä 95.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Knee High Boots GEOX,D Felicity Np Abx C D16BLC 00043 C9999 Black,195,Black,Geox,208491150,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Hiking Boots GEOX,D Asheely Np Abx C D16AYC 00043 C9999 Black,178,Black,Geox,208491143,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Trainers GEOX,D Leelu' B D16FFB 08522 C1352 White/Off White,131,White,Geox,208491280,Flat,-20%,Ä 105.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers GEOX,D Leelu' B D16FFB 022PV C5005 Dk Beige,131,Brown,Geox,208491273,not defined,-11%,Ä 116.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers GEOX,D Tabelya A D16AQA 08522 C5KH6 Cream/Lt Taupe,135,Beige,Geox,208491136,Flat,-10%,Ä 121.00,All year round,"36 , 37 , 38 , 39 , 40"
Trainers GEOX,D Tabelya A D16AQA 007CF C1QB5 Off White/Champagne,135,"Beige, 
            Colourful",Geox,208491129,Hidden wedge Wedge heel,-19%,Ä 109.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers GEOX,D Rubidia A D16APA 022BN C5M9H Dk Beige/Lead,131,Brown,Geox,208491105,Flat,-11%,Ä 116.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers GEOX,D Rubidia A D16APA 00046 C9999 Black,131,Black,Geox,208491099,not defined,-20%,Ä 105.00,All year round,"36 , 37 , 38 , 39 , 40"
Trainers GEOX,D New Aneko B Abx A D15LYA 01485 C9999 Black,145,Black,Geox,208490993,not defined,-10%,Ä 131.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers GEOX,D Rubidia A D16APA 00046 C1000 White,131,White,Geox,208491082,Flat,New, product not in sale ,All year round,"36 , 37 , 40"
Trainers GEOX,D Jaysen E D151BE-08522 C1Q7B Off White/Bordeaux,107,White,Geox,208491075,Flat,-21%,Ä 85.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers GEOX,D New Aneko B Abx A D15LYA 01485 C1010 Lt Grey,145,Grey,Geox,208490986,Flat,-20%,Ä 116.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers GEOX,D New Aneko B Abx A D15LYA 00014 C5005 Dk Beige,145,Brown,Geox,208490979,Flat,-10%,Ä 131.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers GEOX,D Jaysen E D151BE 085PZ C9999 Black,107,Black,Geox,208491068,not defined,New, product not in sale ,All year round,"36 , 37 , 39 , 41"
Trainers GEOX,D Jaysen E D151BE 02285 C7005 Bordeaux,107,Dark Red,Geox,208491051,Flat,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 41"
Trainers GEOX,D Tabelya A D15AQA 02285 C4002 Navy,131,Navy Blue,Geox,208490955,Flat,New, product not in sale ,All year round,"36 , 38 , 39 , 40 , 41"
Trainers GEOX,D Jaysen E D151BE 02285 C4002 Navy,107,Navy Blue,Geox,208491044,not defined,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 41"
Trainers GEOX,D Spherica A D15NUA 0006K C9997 Black,107,Black,Geox,208491037,Flat,-22%,Ä 83.00,All year round,"36 , 37 , 38 , 40 , 41"
Trainers GEOX,D Tabelya A D15AQA 022BN C9002 Dk Grey,131,Grey,Geox,208490948,Flat,-9%,Ä 119.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers GEOX,D Spherica A D15NUA 0006K C9002 Dk Grey,107,Grey,Geox,208491020,not defined,-21%,Ä 85.00,All year round,"36 , 39 , 40 , 41"
Trainers GEOX,D Myria H D0468H 02285 C9997 Black,119,Black,Geox,208490931,Flat,-10%,Ä 107.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers GEOX,D Spherica A D15NUA 0006K C8014 Old Rose,107,Dark Red,Geox,208491013,Flat,New, product not in sale ,All year round,"36 , 37 , 39 , 40"
Trainers GEOX,D Myria H D0468H 022Y2 C9002 Dk Grey,119,Grey,Geox,208490924,Flat,-10%,Ä 107.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers GEOX,D Myria H D0468H 022Y2 C5005 Dk Beige,119,Beige,Geox,208490917,Flat,-10%,Ä 107.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers GEOX,D Spherica A D15NUA 0006K C4067 Dk Avio,107,Navy Blue,Geox,208491006,Flat,-25%,Ä 80.00,All year round,"36 , 37 , 38 , 39"
Trainers GEOX,D Myria G D0468G 022Y2 C9002 Dk Grey,131,Grey,Geox,208490900,Flat,-11%,Ä 116.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers GEOX,D Myria G D0468G 022Y2 C5005 Dk Beige,131,Beige,Geox,208490894,Flat,-20%,Ä 105.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers GEOX,D Jaysen B D041BB 0EW22 C9999 Black,97,Black,Geox,208490887,Flat,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers GEOX,D Jaysen B D041BB 0EW22 C9H5M Lead/Dk Beige,97,Brown,Geox,208490870,Flat,-14%,Ä 83.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers GEOX,D Jaysen B D041BB 0EW22 C1G9F Gun/Dk Grey,97,Grey,Geox,208490863,Flat,-9%,Ä 88.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Shoes GEOX,D Bigliana A D04NMA 00021 C9999 Black,107,Black,Geox,208490856,Block heel,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots GEOX,D Catria E D04LQE 000TC C9999 Black,131,Black,Geox,208490849,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots GEOX,D Anylla Wedge C D04LDC 00043 C9999 Black,135,Black,Geox,208490832,Wedge heel,New, product not in sale ,Fall/Winter,40
Ankle boots GEOX,D Anylla Wedge C D04LDC 00043 C0013 Brown,135,Brown,Geox,208490825,Wedge heel,New, product not in sale ,Fall/Winter,"36 , 37 , 40"
Shoes GEOX,D Arlara M D04LCM 022FP C9259 Black/Dk Gold,119,Black,Geox,208490818,Flat,New, product not in sale ,All year round,"36 , 37 , 39 , 41"
Ankle boots GEOX,D Arlara G D04LCG 00022 C9002 Dk Grey,119,Grey,Geox,208490795,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39"
Trainers GEOX,D Aerantis 4x4 Abx A D04LAA 02214 C4002 Navy,162,Navy Blue,Geox,208490788,Flat,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots GEOX,D Falena B Abx B D04HXB 02285 C1414 Lt Grey,157,Grey,Geox,208490764,not defined,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots GEOX,J Phaolae G.B J16ETB 000BU C9999 S Black,85,Black,Geox,208487108,not defined,New, product not in sale ,Fall/Winter,36
Ankle boots GEOX,J Rebecca G. Wpf A J16CVA 00022 C9999 S Black,85,Black,Geox,208486507,not defined,New, product not in sale ,All year round,36
Knee High Boots R.POLA≈ÉSKI,0761/K Cappucino Zamsz,95,Grey,R.Pola≈Ñski,208496445,Block heel,0%, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots GEOX,D Hoara A D16FTA 04643 C9999 Black,131,Black,Geox,208485937,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Trainers GEOX,D Backsie A D16FLA 08522 C9999 Black,124,Black,Geox,208485920,Flat,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers GEOX,D Leelu' A D16FFA 08522 C1181 Off White/Lt Taupe,135,White,Geox,208485906,not defined,-19%,Ä 109.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Chelsea boots GEOX,D Asheely Np Abx A D16AYA 00085 C9999 Black,166,Black,Geox,208485890,not defined,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers GEOX,D Myria G D0468G 02285 C9997 Black,131,Black,Geox,208485883,Flat,-9%,Ä 119.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Hiking Boots GEOX,D Hoara E D94FTE 000CR C6015 Dk Bronze,140,Brown,Geox,208486026,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots GEOX,D Phaolae A D94FDA 04140 C9999 Black,152,Black,Geox,208486019,Platform Wedge heel,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots GEOX,D Phaolae A D94FDA 000CR C6015 Dk Bronze,152,Brown,Geox,208486002,Wedge heel,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Trainers GEOX,D Myria A D1668A 022PZ C9999 Black,131,Black,Geox,208485999,Flat,-15%,Ä 112.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers GEOX,D Airell A D162SA 08522 C1181 Off White/Lt Taupe,107,"Beige, 
            White",Geox,208485982,Flat,-2%,Ä 105.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots GEOX,D Dalyla B Abx A D16QSA 00046 C9999 Black,162,Black,Geox,208485975,not defined,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Trainers GEOX,D New Aneko B Abx C D16LYC 03314 C9999 Black,143,Black,Geox,208485951,Flat,-20%,Ä 114.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers GEOX,D Falena B Abx B D16HXB 046FU C9999 Black,157,Black,Geox,208485944,Flat,-20%,Ä 126.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots GEOX,D Leelu' A D16FFA A08522 C9999 Black,135,Black,Geox,208484404,Flat,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers GEOX,D Tabelya A D15AQA A02285 C9997 Black,131,Black,Geox,208484381,Flat,-18%,Ä 107.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers GEOX,D Tabelya A D15AQA A02285 C1002 Off White,131,"Grey, 
            White",Geox,208484367,Flat,-20%,Ä 105.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Stilettos R.POLA≈ÉSKI,1237 Czarny Lico,83,Black,R.Pola≈Ñski,208476003,Heel,New, product not in sale ,All year round,"35 , 36 , 37 , 38 , 39 , 40"
Wellingtons RED VALENTINO,WQ2S0G19 Latte 031,402,White,Red Valentino,208477000,Flat,0%, product not in sale ,All year round,"37 , 38"
Ankle boots RED VALENTINO,WQ2S0G11AKE Nero 0NO,590,Black,Red Valentino,208476997,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Hiking Boots RED VALENTINO,WQ2S0G07THR Nero 0NO,697,Black,Red Valentino,208476966,Flat,0%, product not in sale ,Fall/Winter,"36 , 38 , 39"
Ankle boots RED VALENTINO,WQ2S0G04BDW Nero 0NO,616,Black,Red Valentino,208476935,Low heel,0%, product not in sale ,Fall/Winter,"36 , 37"
Shoes RED VALENTINO,WQ2S0F98 Nero 0NO,531,Black,Red Valentino,208476911,Platform Wedge heel,New, product not in sale ,All year round,36
Trainers RED VALENTINO,WQ2S0F70ULU Nero 0NO,483,Black,Red Valentino,208476898,Flat,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40"
Trainers RED VALENTINO,WQ2S0F70 Latte/Bi 031,483,White,Red Valentino,208476874,Flat,0%, product not in sale ,All year round,"37 , 38 , 39 , 40"
Ankle boots RED VALENTINO,WQ2S0F68 Nero 0NO,559,Black,Red Valentino,208476850,not defined,0%, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Trainers RED VALENTINO,WQ2S0F55 Nero/Ner 0NO,452,Black,Red Valentino,208476836,not defined,0%, product not in sale ,All year round,"37 , 38 , 40"
Trainers RED VALENTINO,WQ2S0F55ULU Bianco/B 0BO,452,White,Red Valentino,208476812,Flat,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40"
Ankle boots RED VALENTINO,WQ2S0E46 Burgundy U08,531,Dark Red,Red Valentino,208476799,Flat,0%, product not in sale ,Fall/Winter,"36 , 38"
Ankle boots RED VALENTINO,WQ2S0E46AKE Nero 0NO,531,Black,Red Valentino,208476775,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Trainers RED VALENTINO,WQ2S0E11 Bianco A3D,376,White,Red Valentino,208476744,not defined,0%, product not in sale ,All year round,"38 , 40"
Shoes EKSBUT,2C-6224-L15 Lakier,71,Black,Eksbut,208475099,Wedge heel,New, product not in sale ,All year round,39
Shoes EKSBUT,2C-6203-I72 Black,71,Black,Eksbut,208475211,Block heel,New, product not in sale ,All year round,40
Combat Boots DR. MARTENS,Vegan 1460 14045001 Black,190,Black,Dr. Martens,208367554,Flat,New, product not in sale ,Fall/Winter,"37 , 40 , 41 , 42 , 43 , 44 , 45 , 46"
Combat Boots DR. MARTENS,Church 26256001 Black,179,Black,Dr. Martens,208367486,Flat,New, product not in sale ,Fall/Winter,"36 , 40 , 41 , 42 , 43 , 44 , 46"
Shoes DR. MARTENS,1461 24256001 Black,159,Black,Dr. Martens,208367370,not defined,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Stilettos WOJAS,9361-55 Red,83,Red,Wojas,208474467,Heel,New, product not in sale ,All year round,"36 , 36.5 , 37 , 38 , 39 , 39.5"
Trekker Boots ALPINA,Glacia 633R-1 Gray/Black,90,Black,Alpina,208472517,Flat,New, product not in sale ,All year round,"35 , 37 , 38"
Footwear UNDER ARMOUR,Ua W Hovr Sonic 4 3023559-002 Blk,124,Black,Under Armour,208465434,Flat,New, product not in sale ,All year round,"36 , 36.5 , 37.5 , 38 , 38.5 , 39 , 40 , 40.5 , 41"
Ankle boots R.POLA≈ÉSKI,0882 Be≈º Lico,107,Beige,R.Pola≈Ñski,208463751,Block heel,New, product not in sale ,Fall/Winter,"35 , 36 , 37 , 38 , 39"
Trainers LACOSTE,Powercourt 0721 1 Suj 7-41SUJ0014312 Blk/Wht,64,Black,Lacoste,208467209,Flat,-22%,Ä 50.00,All year round,"34.5 , 35"
Trainers LACOSTE,Masters Cup 0721 1 Suj 7-41SUJ00111Y9 Wht/Lt Pink,81,White,Lacoste,208467179,Flat,-27%,Ä 59.00,All year round,"34.5 , 35 , 35.5 , 36 , 37 , 37.5 , 38 , 39"
Trainers LACOSTE,Masters Cup 0721 1 Suj 7-41SUJ00111R5 Wht/Dk Grn,81,White,Lacoste,208467162,Flat,-38%,Ä 50.00,All year round,"34.5 , 35 , 35.5 , 36 , 37 , 37.5 , 38 , 39"
Trainers LACOSTE,Graduate 0721 1 Suj 7-41SUJ00061Y9 Wht/Lt Pnk,64,White,Lacoste,208467148,not defined,New, product not in sale ,All year round,36
Trainers LACOSTE,Graduate 0721 1 Sfa 7-41SFA007721G Wht/Wht,102,White,Lacoste,208466493,not defined,New, product not in sale ,All year round,"35.5 , 36 , 37 , 37.5 , 38 , 39 , 39.5 , 40 , 40.5 , 41 , 42"
Trainers LACOSTE,Graduate 0721 1 Sfa 7-41SFA007702H Blk/Blk,102,Black,Lacoste,208466479,Flat,New, product not in sale ,All year round,"35.5 , 36 , 37 , 37.5 , 38 , 39 , 39.5 , 40 , 40.5 , 41 , 42"
Trainers LACOSTE,Carnaby Evo 0721 3 Sfa 7-41SFA003221G Wht/Wht,107,White,Lacoste,208466325,not defined,-36%,Ä 69.00,All year round,"37.5 , 39 , 39.5 , 40 , 40.5 , 41 , 42"
Trainers LACOSTE,Carnaby Evo 0721 3 Sfa 7-41SFA003202H Blk/Blk,107,Black,Lacoste,208466318,not defined,New, product not in sale ,All year round,"37 , 39 , 39.5 , 40.5 , 41"
Trainers LACOSTE,Lerond 0721 1 Cfa 7-41CFA004702H Blk/Blk,102,Black,Lacoste,208464468,Flat,-9%,Ä 93.00,All year round,"36 , 37 , 37.5 , 39 , 39.5 , 40 , 40.5 , 41 , 42"
Trainers LACOSTE,Lerond 0721 1 Cfa 7-41CFA004721G Wht/Wht,102,White,Lacoste,208464475,Flat,-35%,Ä 66.00,not found,"39 , 39.5 , 40.5 , 41"
Shoes QUAZI,QZ-49-06-001122 101,95,Black,QUAZI,208463621,Flat,New, product not in sale ,All year round,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Trekker Boots DOLOMITE,Cinquantaquattro Low W 247979-1048007 Dusty Rose,130,Pink,Dolomite,208452779,not defined,New, product not in sale ,All year round,"37.5 , 38"
Trekker Boots DOLOMITE,Cinquantaquattro Trek Gtx GORE-TEX 271852-300 Dark Brown,200,Brown,Dolomite,208452731,Flat,New, product not in sale ,All year round,"36 2/3 , 37.5 , 38 , 41.5 , 42 , 44"
Trainers PUMA,C-Skate Vulc Jr Puma Black/Puma Black,48,Black,Puma,208449656,Flat,-25%,Ä 36.00,All year round,39
Shoes ALTERCORE,Lizzy Vegan Black Patent,93,Black,Altercore,208443708,Block heel,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40"
Trekker Boots OLANG,Ragno.Btx Antracite 816,157,Grey,Olang,208443470,Flat,-20%,Ä 126.00,All year round,"36 , 37 , 38 , 39 , 40 , 41 , 42 , 43 , 44 , 45 , 46"
Footwear adidas,Gazelle J H01514 Pulaqu/Ftwwht/Pulaqu,59,Blue,"adidas, 
            adidas Originals",208442947,Flat,New, product not in sale ,All year round,"35 , 36 , 36 2/3 , 37 1/3 , 38 , 38 2/3"
Footwear adidas,Zx 700 HD J GZ7514 Ftwwht/Boblue/Solred,66,White,"adidas, 
            adidas Originals",208442923,not defined,-35%,Ä 43.00,All year round,"35.5 , 36 , 36 2/3 , 37 1/3 , 38 , 38 2/3 , 39 1/3 , 40"
Footwear adidas,Zx 700 Hd J GZ7512 Gretwo/Ftwwht/Grethr,66,Grey,"adidas, 
            adidas Originals",208442879,Flat,-29%,Ä 47.00,All year round,"35 , 36 , 36 2/3 , 37 1/3 , 38 , 38 2/3 , 39 1/3 , 40"
Footwear adidas,Thesia W H01843 Owhite/Halmin/Wonwhi,119,White,"adidas, 
            adidas Originals",208441964,Flat,-12%,Ä 105.00,All year round,"36 , 36 2/3 , 37 1/3 , 38 , 38 2/3 , 39 1/3 , 40 , 40 2/3 , 41 1/3"
Footwear adidas,Supercourt XX H01523 Cwhite/Amblus/Pnktin,90,Beige,"adidas, 
            adidas Originals",208441933,Flat,New, product not in sale ,All year round,"36 2/3 , 39 1/3"
Footwear adidas,Continental 80 Stripes J Q47341 Ftwwht/Silvmt/Cblack,78,White,"adidas, 
            adidas Originals",208441940,Flat,-14%,Ä 67.00,All year round,"35 , 36 , 36 2/3 , 37 1/3 , 38 , 38 2/3"
Footwear adidas,Superstar J Q47342 Ftwwht/Cblack/Goldmt,90,White,"adidas, 
            adidas Originals",208441926,Flat,-30%,Ä 63.00,All year round,"35 , 36 , 36 2/3 , 37 1/3 , 38 , 38 2/3"
Shoes RAGE AGE,RA-17-03-000188 101,135,Black,Rage Age,208438643,Block heel,New, product not in sale ,All year round,"35 , 37 , 38 , 39 , 40 , 41"
Shoes RAGE AGE,RA-17-03-000187 101,135,Black,Rage Age,208438629,Flat,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40"
Shoes R.POLA≈ÉSKI,1111 Czarny Lakier Granatowy,83,Black,R.Pola≈Ñski,208434584,Block heel,New, product not in sale ,All year round,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Lords NESSI,21699 Czarny 711,88,Black,Nessi,208433112,Flat,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Shoes NESSI,21397 Czarny 163,88,Black,Nessi,208432962,Wedge heel,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40"
Lords NESSI,21051 Czarmy 71,90,Black,Nessi,208432283,Flat,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40"
Footwear adidas,Multix J Q47132 Wonwht/Halblu/Siggnr,64,Beige,"adidas, 
            adidas Originals",208368766,Flat,-30%,Ä 45.00,All year round,"35.5 , 36 , 36 2/3 , 37 1/3 , 38 , 38 2/3 , 39 1/3 , 40"
Footwear adidas,Swift Run X J Q47122 Vioton/Ngtsky/Lourpl,64,Purple,"adidas, 
            adidas Originals",208368759,not defined,-38%,Ä 40.00,All year round,"35.5 , 36 , 36 2/3 , 37 1/3 , 38 , 38 2/3 , 39 1/3 , 40"
Footwear adidas,Swift Run X J Q47123 Roston/Amblus/Red,64,Pink,"adidas, 
            adidas Originals",208368735,not defined,-34%,Ä 42.00,All year round,"35.5 , 36 , 36 2/3 , 37 1/3 , 38 , 38 2/3 , 39 1/3 , 40"
Shoes R.POLA≈ÉSKI,1210 A-363,90,Silver,R.Pola≈Ñski,208428781,Low heel,New, product not in sale ,All year round,N/A
Footwear ASICS,Gel-Challenger 13 Clay 1042A165 White/Pure Silver,107,White,Asics,208396073,not defined,New, product not in sale ,All year round,"35.5 , 37 , 37.5 , 38 , 39 , 39.5 , 40 , 40.5 , 41.5"
Footwear ASICS,Gel-Kayano 28 1012B047 Blazing Coral/Mist 700,181,Pink,Asics,208395922,Flat,0%, product not in sale ,All year round,"37 , 37.5 , 38 , 39 , 39.5 , 40 , 40.5 , 41.5 , 42"
Footwear ASICS,Gel-Kayano 28 1012B047 Black/White 003,181,Black,Asics,208395915,Flat,0%, product not in sale ,All year round,"36 , 37 , 37.5 , 38 , 39 , 39.5 , 40"
Shoes CROCS,Literidepacerw 205234 Almost White,64,White,Crocs,208426749,not defined,New, product not in sale ,All year round,"34.5 , 37.5 , 38.5 , 39.5 , 41.5"
Shoes SAGAN,4433 Zielony Lakier Z≈Çoto,76,Green,Sagan,208424530,Block heel,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40"
Trainers FILA,Throcket Wmn 1011211.1FG White,100,White,Fila,208418225,Flat,-17%,Ä 83.00,All year round,"39 , 40"
Trainers FILA,Town Classic Wmn 101137.1FG White,90,White,Fila,208417662,Flat,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers FILA,Strada Low Kids 1010781.25Y Black,70,Black,Fila,208417129,Flat,-1%,Ä 69.00,All year round,"30 , 31"
Flip flops GO SOFT,AGK20710 Silver,19,Grey,Go Soft,5.90E+12,Flat,0%, product not in sale ,Spring/Summer,"36 , 37"
Trainers FILA,Strada Low Kids 1010781.1FG White,70,White,Fila,208406376,Flat,-31%,Ä 48.00,All year round,"30 , 31 , 32"
Trekker Boots CMP,Kids Rigel Low Trekking Shoes Wp 3Q13244J Antracite/Bouganville 54UE,71,Black,CMP,208400954,Flat,New, product not in sale ,All year round,"38 , 39 , 41"
Trainers ASICS,Japan S Pf 1202A302 White/White 100,81,White,Asics,208399821,Platform Wedge heel,New, product not in sale ,All year round,"37 , 37.5 , 38 , 39 , 39.5 , 40 , 40.5 , 41.5"
Trainers ASICS,Japan S Pf 1202A300 White/White 100,81,White,Asics,208399814,not defined,New, product not in sale ,All year round,"36 , 37 , 37.5 , 38 , 39 , 39.5 , 40 , 40.5 , 41.5"
