Product Name,Product ID,   Price (in Euro)   ,Color,Brand,SKU,Sole-Type,Sale Percentage,  Sale Price  ,Season,Size
Hiking Boots BIG STAR,II274105 Black,Ä 50.00,Black,Big Star,208715126,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Footwear BIG STAR,II274440 Black,Ä 33.00,Black,Big Star,208715003,not defined,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 41"
Footwear BIG STAR,II274118 Grey,Ä 33.00,Silver,Big Star,208714983,Flat,New, product not in sale ,Fall/Winter,"37 , 38 , 39 , 40"
Footwear 4F,HJL21-JOBDS001 34S,Ä 31.00,Blue,4F,208643986,Flat,0%, product not in sale ,All year round,"34 , 38"
Trekker Boots MEINDL,Alabama Lady 2463 Kastanie/Braun 32,Ä 226.00,Brown,Meindl,208654807,not defined,New, product not in sale ,All year round,"36 , 37 , 38 , 38.5 , 39 , 40 , 40.5 , 41.5 , 42"
Footwear NIKE,Air Max Excee Amd DD2955 100 White/Indigo Burst/Pink Blast,Ä 112.00,White,NIKE,208697064,Flat,New, product not in sale ,All year round,"37.5 , 38 , 38.5 , 39 , 40 , 40.5 , 41 , 42"
Slippers PANTO FINO,II267008 Granat,Ä 19.00,Navy Blue,Panto Fino,208693103,Flat,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Slippers PANTO FINO,II267006 Black,Ä 19.00,Black,Panto Fino,208693080,Flat,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Slippers PANTO FINO,II267004 Bordo,Ä 19.00,Dark Red,Panto Fino,208693066,Flat,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Slippers PANTO FINO,II267007 Beige,Ä 19.00,Beige,Panto Fino,208693097,Flat,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Slippers PANTO FINO,II267002 Czerwony/BrƒÖz,Ä 19.00,Red,Panto Fino,208693042,Flat,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Slippers PANTO FINO,II267003 Black,Ä 19.00,Black,Panto Fino,208693059,Flat,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Slippers PANTO FINO,II267001 Be≈º/BrƒÖz,Ä 19.00,Beige,Panto Fino,208693035,Flat,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Wellingtons TRETORN,Skan√∂r 472865 Black 10,Ä 93.00,Black,Tretorn,208686877,Flat,New, product not in sale ,Fall/Winter,"37 , 38 , 39 , 40 , 41"
Wellingtons TRETORN,Eva W 473211 Autumn Red/Black 54,Ä 93.00,Red,Tretorn,208686860,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38"
Wellingtons TRETORN,Eva W 473211 Field Green/Chili Pepper 66,Ä 93.00,Green,Tretorn,208686853,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38"
Wellingtons TRETORN,Eva 472954 Black/Blackberry 14,Ä 76.00,Black,Tretorn,208686822,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 41"
Wellingtons TRETORN,Wings 472800 Field Green 63,Ä 65.00,Green,Tretorn,208686921,Flat,New, product not in sale ,Fall/Winter,"37 , 38 , 39 , 40 , 41 , 42 , 43 , 44 , 45 , 46"
Wellingtons TRETORN,Viken Low Neo 473238 Field Green 64,Ä 93.00,Green,Tretorn,208686891,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39"
Wellingtons TRETORN,Terrang 472636 61 Green,Ä 102.00,Green,Tretorn,208686884,Flat,New, product not in sale ,Fall/Winter,"37 , 38 , 39 , 41 , 42 , 44"
Wellingtons TRETORN,Chelsea Offroad 473433 Sand/Field Green 04,Ä 119.00,Green,Tretorn,208686686,Flat,-16%,Ä 100.00,Fall/Winter,"36 , 37 , 38 , 39 , 41"
Trainers BIG STAR,EE274462 Black,Ä 43.00,Black,Big Star,208685832,Flat,0%, product not in sale ,All year round,"36 , 37 , 38 , 39"
Trainers BIG STAR,EE274460 White,Ä 43.00,White,Big Star,208685825,Flat,0%, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers BIG STAR,EE274459 White,Ä 45.00,White,Big Star,208685818,Flat,-11%,Ä 40.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers BIG STAR,EE274458 Black,Ä 45.00,Black,Big Star,208685801,Flat,-16%,Ä 38.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers BIG STAR,EE274311 White/Red,Ä 33.00,White,Big Star,208685795,Flat,-15%,Ä 28.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers VOILE BLANCHE,Qwark Woman 0012016141.07.1M13 Pink/Burgundy,Ä 250.00,"Dark Red, 
            Pink",Voile Blanche,208680998,not defined,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40"
Trainers VOILE BLANCHE,Qwark 0012016141.08.1D42 Taupe/Platinum,Ä 247.00,Gold,Voile Blanche,208680974,not defined,New, product not in sale ,All year round,"37 , 38 , 39 , 40 , 41"
Trainers VOILE BLANCHE,Qwark 0012016141.19.1Q72 Bronze/Camouflage,Ä 262.00,Colourful,Voile Blanche,208680967,not defined,New, product not in sale ,All year round,"36 , 38 , 39 , 40 , 41"
Trainers VOILE BLANCHE,Qwark Woman 0012016141.02.1A08 Black/Leo,Ä 281.00,Black,Voile Blanche,208680950,Flat,New, product not in sale ,All year round,"36 , 37 , 39 , 40 , 41"
Trainers VOILE BLANCHE,Qwark Slip Fur Woman 0012016210.01.0E01 Cream/Beige,Ä 226.00,Beige,Voile Blanche,208680943,Flat,New, product not in sale ,All year round,"37 , 39"
Trainers VOILE BLANCHE,Maran Power 0012016156.04.1D42 Taupe/Platinum,Ä 233.00,"Beige, 
            Gold",Voile Blanche,208680851,Platform Wedge heel,New, product not in sale ,All year round,"36 , 38 , 39 , 40 , 41"
Trainers VOILE BLANCHE,Maran 0012016155.12.0A01 Black,Ä 262.00,Black,Voile Blanche,208680837,Platform Wedge heel,New, product not in sale ,All year round,"37 , 38 , 39 , 40"
Trainers VOILE BLANCHE,Maran Power 0012016156.06.1B68 Antracite/Argento/Rosa,Ä 228.00,Grey,Voile Blanche,208680868,Platform Wedge heel,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers VOILE BLANCHE,Maran 0012016157.01.0A01 Black,Ä 293.00,Black,Voile Blanche,208680813,Platform Wedge heel,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers VOILE BLANCHE,Juliet 0012016235.01.0A01 Black,Ä 226.00,Black,Voile Blanche,208680769,Flat,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40"
Trainers VOILE BLANCHE,Julia 0012016109.07.0M04 Powder,Ä 226.00,Pink,Voile Blanche,208680745,Flat,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers VOILE BLANCHE,Juliet 0012016235.03.1B73 Grey/Burgundy,Ä 226.00,"Beige, 
            Colourful",Voile Blanche,208680752,Flat,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40"
Trainers VOILE BLANCHE,Joshee 06 0012016215.01.0M02 Powder/Multicolor,Ä 233.00,Beige,Voile Blanche,208680738,Flat,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers VOILE BLANCHE,Flowee 0012016162.06.0A01 Black,Ä 255.00,Black,Voile Blanche,208680721,Flat,New, product not in sale ,All year round,"36 , 38 , 39 , 40"
Ankle boots VOILE BLANCHE,Cortina 0012016229.04.0A01 Black,Ä 262.00,Black,Voile Blanche,208680714,not defined,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Ankle boots VOILE BLANCHE,Cortina 0012016229.01.0D07 Tobacco,Ä 262.00,Brown,Voile Blanche,208680707,not defined,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Trainers VOILE BLANCHE,Bea 2 0012016221.01.1E48 Cream/Beige,Ä 247.00,"Beige, 
            Grey",Voile Blanche,208680660,Flat,New, product not in sale ,All year round,"36 , 37 , 38 , 40"
Ankle boots VOILE BLANCHE,Ava 0012501965.02.0A01 Black,Ä 281.00,Black,Voile Blanche,208680653,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 40"
Ankle boots KURT GEIGER,Toronto Boot 8488200609 Black,Ä 274.00,Black,Kurt Geiger,208680400,Platform Wedge heel,New, product not in sale ,Fall/Winter,"35 , 36 , 37 , 38 , 39 , 40"
Ankle boots KURT GEIGER,Stoop 2901000109 Black,Ä 226.00,Black,Kurt Geiger,208680394,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39"
Ankle boots KURT GEIGER,Stefan 3210200109 Black,Ä 257.00,Black,Kurt Geiger,208680387,Flat,New, product not in sale ,Fall/Winter,"35 , 36 , 37 , 38 , 39 , 40"
Trainers KURT GEIGER,Lettie Rainbow Velcro 8486908109 Blk/Blue,Ä 200.00,Black,Kurt Geiger,208680356,Flat,New, product not in sale ,All year round,"37 , 38 , 39 , 40"
Trainers KURT GEIGER,Lettie Knit Sock 7289405609 Black/Comb,Ä 195.00,Black,Kurt Geiger,208680349,Flat,New, product not in sale ,All year round,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Trainers KURT GEIGER,Lettie Knit Sock 7207009609 Blk/Other,Ä 195.00,Black,Kurt Geiger,208680332,Flat,New, product not in sale ,All year round,"35 , 36 , 37 , 38 , 39 , 40"
Trainers KURT GEIGER,Crystals 8487109609 Blk/Other,Ä 190.00,"Black, 
            Colourful",Kurt Geiger,208680325,not defined,New, product not in sale ,All year round,"37 , 38 , 39 , 40"
Trainers KURT GEIGER,Lettie Knit Crystals 8487100609 Black,Ä 190.00,Black,Kurt Geiger,208680318,Platform Wedge heel,New, product not in sale ,All year round,"35 , 36 , 37 , 38 , 39 , 40"
Trainers KURT GEIGER,Lettie 8487200309 Black,Ä 200.00,Black,Kurt Geiger,208680301,Platform Wedge heel,New, product not in sale ,All year round,"36 , 37 , 39 , 40"
Slippers KURT GEIGER,Junkfort Slipper 8492871999 Dark Green,Ä 102.00,Green,Kurt Geiger,208680271,Flat,New, product not in sale ,All year round,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Slippers KURT GEIGER,Junkfort Slipper 8492857999 Pink Com Others,Ä 102.00,Pink,Kurt Geiger,208680264,Flat,New, product not in sale ,All year round,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Slippers KURT GEIGER,Junkfort Slipper 8492852999 Fushia,Ä 102.00,Pink,Kurt Geiger,208680257,Flat,New, product not in sale ,All year round,"35 , 36 , 37 , 38 , 39 , 40"
Slippers KURT GEIGER,Junkfort Slipper 8492848999 Camel,Ä 102.00,Brown,Kurt Geiger,208680240,Flat,New, product not in sale ,All year round,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Slippers KURT GEIGER,Junkfort Slipper 8492800999 Black,Ä 102.00,Black,Kurt Geiger,208680233,Flat,New, product not in sale ,All year round,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Stilettos KURT GEIGER,Bond 90 7428705609 Black/Comb,Ä 176.00,Black,Kurt Geiger,208680219,Heel,New, product not in sale ,All year round,"35 , 36 , 37 , 38 , 39 , 40"
Footwear adidas,Duramo Sl K GV9822 Halo Blue / Vision Met. / Super Pop,Ä 43.00,Grey,"adidas, 
            adidas Performance",208676403,Flat,New, product not in sale ,All year round,"35 , 35.5 , 36 , 36 2/3 , 37 1/3 , 38 , 38 2/3 , 39 1/3 , 40"
Footwear adidas,Duramo Sl K GV9820 Core Black / Core Black / Halo Silver,Ä 43.00,Black,"adidas, 
            adidas Performance",208676380,Flat,New, product not in sale ,All year round,"35 , 35.5 , 36 , 36 2/3 , 37 1/3 , 38 , 39 1/3 , 40"
Knee High Boots BALDININI,D2BS42VIGE0000 Ner,Ä 781.00,Black,Baldinini,208670739,Block heel Platform,New, product not in sale ,Fall/Winter,"37 , 38"
Knee High Boots BALDININI,D2BS41VIGE0000 Nero,Ä 631.00,Black,Baldinini,208670722,Block heel,New, product not in sale ,Fall/Winter,"36 , 37 , 38"
Trainers BALDININI,D2BM23VINYLTLT Latte,Ä 459.00,White,Baldinini,208670678,Platform Wedge heel,New, product not in sale ,All year round,"35 , 36 , 37 , 38 , 39 , 40"
Trainers BALDININI,D2BM23VINYNENE Nero,Ä 459.00,Black,Baldinini,208670685,Platform Wedge heel,New, product not in sale ,All year round,"35 , 36 , 37 , 39 , 40"
Ankle boots BALDININI,D2BM16VOPANENE Nero,Ä 516.00,Black,Baldinini,208670654,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39"
Jackboots BALDININI,D2BF03VIGE0000 Nero,Ä 631.00,Black,Baldinini,208670555,Flat,New, product not in sale ,Fall/Winter,"37 , 39 , 40"
Trainers BALDININI,D2BG06COCFNENE Nero,Ä 452.00,Black,Baldinini,208670562,Platform Wedge heel,New, product not in sale ,All year round,"37 , 38 , 39 , 40"
Knee High Boots BALDININI,D2B390VINYNENE Nero,Ä 552.00,Black,Baldinini,208670494,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Ankle boots FURLA,Block YE44FBK-C10000-O6000-1-007-20-IT Nero,Ä 326.00,Black,Furla,208669696,Block heel,0%, product not in sale ,Fall/Winter,"35 , 36 , 37 , 38 , 40"
Trainers FURLA,Hikaia Low YE53HKL BX0101-P2700-9-022-20-AL Talco h Nero,Ä 212.00,Beige,Furla,208669764,Flat,0%, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers FURLA,Hikaia Low YE53HKL-BX0101-P1900-9-022-20-AL-3700-S Nero/Talco h,Ä 212.00,Black,Furla,208669757,not defined,New, product not in sale ,All year round,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Trainers FURLA,Hikaia Low YE51HKL-BX0072-O6000-9-001-20-Al-3500 S Nero,Ä 224.00,Black,Furla,208669740,not defined,New, product not in sale ,All year round,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Trainers FURLA,Hikaia Low YE51HKL-BX0072-0659S-9-001-20-AL-3500 S Platino/Talco h,Ä 224.00,White,Furla,208669733,Flat,New, product not in sale ,All year round,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Ankle boots FURLA,Chain YE32FUC-W36000-O6000-1-007-20-IT-3500 S Nero,Ä 381.00,Black,Furla,208669641,Block heel,-2%,Ä 374.00,Fall/Winter,"36 , 38 , 39 , 40 , 41"
Trainers FURLA,Hikaia Low YE51HKL-BX0072-01B00-9-0001-20-AL Talco h,Ä 224.00,White,Furla,208669726,Flat,0%, product not in sale ,All year round,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Trainers FURLA,Wonderfurla YE30WOF-BX0089-O6000-1-023-20-AL-3500 S Nero,Ä 293.00,Black,Furla,208669634,not defined,0%, product not in sale ,All year round,"36 , 38"
Lords FURLA,1927 YE47ACO-W36000-O6000-1-020-IT-3-500 S Nero,Ä 314.00,Black,Furla,208669719,Flat,-30%,Ä 219.00,Spring/Summer,"36 , 37 , 38 , 39 , 40"
Lords FURLA,Grace YD72FGC-S40000-03B00-1-007-20-IT Cognac h,Ä 338.00,Brown,Furla,208669573,Flat,0%, product not in sale ,All year round,"36 , 37 , 38 , 41"
Chelsea boots FURLA,Grace YD37FGC-S40000-03B00-1-007-20-IT Cognac,Ä 405.00,Brown,Furla,208669566,Flat,0%, product not in sale ,Fall/Winter,"36 , 37 , 38"
Ankle boots FURLA,Block YD33FBK-C10000-O6000-4-401-20-IT Nero,Ä 326.00,Black,Furla,208669559,Block heel,0%, product not in sale ,Fall/Winter,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Ankle boots FURLA,Block YD33FBK-C10000-G1R00-4-401-20-IT S Juta,Ä 326.00,Beige,Furla,208669542,Block heel,0%, product not in sale ,Fall/Winter,35
Chelsea boots FURLA,West YD31FWT-Y61000-JUT00-1-007-20-IT-3500 S Juta,Ä 338.00,Beige,Furla,208669535,Block heel,New, product not in sale ,Fall/Winter,"38 , 40"
Shoes FURLA,Code YD17FCD-C10000-JUT00-1-007-20-IT Juta,Ä 269.00,Beige,Furla,208669528,Heel,-30%,Ä 188.00,All year round,"35 , 36 , 37 , 38 , 39"
Ankle boots FURLA,Code YC68FCD-W25000-O6000-1-004-20-IT Nero,Ä 338.00,Black,Furla,208669511,Low heel,0%, product not in sale ,Fall/Winter,"35 , 36 , 37 , 40"
Shoes PIKOLINOS,W5U-4630 Cuero,Ä 116.00,Brown,Pikolinos,208654470,Flat,New, product not in sale ,All year round,"35 , 36 , 37 , 38 , 39 , 40 , 41 , 42"
Trainers PIKOLINOS,W6Z-6695C1 Black,Ä 128.00,Black,Pikolinos,208653534,Wedge heel,New, product not in sale ,All year round,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Trainers PIKOLINOS,W67-7667C9 Blue,Ä 128.00,Navy Blue,Pikolinos,208653510,not defined,New, product not in sale ,All year round,"35 , 37 , 38 , 39 , 40 , 41"
Ankle boots PIKOLINOS,W6Z-8895C2 Nata,Ä 138.00,Beige,Pikolinos,208654487,Flat,New, product not in sale ,Fall/Winter,"35 , 36 , 37 , 38 , 39"
Trainers PIKOLINOS,W6Z-6695C1 Marfil,Ä 128.00,Beige,Pikolinos,208653541,Wedge heel,-20%,Ä 102.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots PIKOLINOS,W67-7667C9 Cuero,Ä 128.00,Brown,Pikolinos,208653527,Flat,New, product not in sale ,Fall/Winter,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Trainers PIKOLINOS,W0T-8874 Black,Ä 150.00,Black,Pikolinos,208653497,not defined,New, product not in sale ,All year round,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Ankle boots PIKOLINOS,W4D-SY8760 Black,Ä 166.00,Black,Pikolinos,208653473,Flat,New, product not in sale ,Fall/Winter,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Ankle boots PIKOLINOS,W0T-8874C1 Terracota,Ä 150.00,Beige,Pikolinos,208653503,Flat,New, product not in sale ,Fall/Winter,"35 , 36 , 38 , 39 , 40"
Ankle boots PIKOLINOS,W4D-SY8760 Olmo,Ä 166.00,Brown,Pikolinos,208653480,Flat,New, product not in sale ,Fall/Winter,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Ankle boots PIKOLINOS,W7M-8854 Black,Ä 155.00,Black,Pikolinos,208653466,Block heel,New, product not in sale ,Fall/Winter,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Chelsea boots PIKOLINOS,W8J-8751C1 Black,Ä 138.00,Black,Pikolinos,208653459,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Chelsea boots PIKOLINOS,W0V-8520 Cuero,Ä 159.00,Brown,Pikolinos,208653435,Flat,New, product not in sale ,Fall/Winter,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Chelsea boots PIKOLINOS,W4D-8637C1 Black,Ä 138.00,Black,Pikolinos,208653411,Flat,New, product not in sale ,Fall/Winter,"35 , 36 , 37 , 38 , 39 , 41"
Chelsea boots PIKOLINOS,W0V-8520 Black 1,Ä 159.00,Black,Pikolinos,208653428,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots PIKOLINOS,W7H-8948 Brandy,Ä 150.00,Brown,Pikolinos,208653404,Block heel,New, product not in sale ,Fall/Winter,"36 , 37 , 39 , 40 , 41"
Ankle boots PIKOLINOS,W7H W7H-8948 Black,Ä 150.00,Black,Pikolinos,208653398,Block heel,New, product not in sale ,Fall/Winter,"37 , 40 , 41"
Ankle boots PIKOLINOS,W1Z-8635C1 Black,Ä 138.00,Black,Pikolinos,208653381,Block heel,New, product not in sale ,Fall/Winter,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Ankle boots PIKOLINOS,W8J-8769 Black,Ä 138.00,Black,Pikolinos,208653374,Flat,New, product not in sale ,Fall/Winter,"35 , 36 , 38 , 39 , 40 , 41"
Jackboots PIKOLINOS,W8J-9621 Black,Ä 202.00,Black,Pikolinos,208653367,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 40 , 41"
Trainers BUGATTI,432-A4302-5450 Sand/Multicolor 5381,Ä 71.00,Beige,Bugatti,208651240,Flat,0%, product not in sale ,All year round,"37 , 38 , 39 , 40"
Trainers BUGATTI,412A2T311049-2090 White/Metallics,Ä 107.00,White,Bugatti,208651233,Flat,0%, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers BUGATTI,412-A2T04-3440 Light Grey/Black 1210,Ä 95.00,"Black, 
            Grey",Bugatti,208651226,Flat,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots INUIKII,Trekking High 70207-117 Black,Ä 374.00,Black,Inuikii,208649032,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots INUIKII,Trekking High 70207-117 Beige,Ä 374.00,Beige,Inuikii,208649025,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Footwear INUIKII,Technical Classic 70205-105 Rose,Ä 347.00,Pink,Inuikii,208649018,not defined,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Footwear INUIKII,Technical Classic 70205-105 Military,Ä 347.00,Green,Inuikii,208649001,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Footwear INUIKII,Technical Classic 70205-105 Black,Ä 347.00,Black,Inuikii,208648998,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Footwear INUIKII,Technical Classic 70205-105 Beige,Ä 347.00,Beige,Inuikii,208648981,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Footwear INUIKII,Full Leather Wedge 70203-089 Off White,Ä 326.00,White,Inuikii,208648974,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 39 , 41"
Footwear INUIKII,Full Leather Wedge 70203-089 Metal,Ä 328.00,Grey,Inuikii,208648967,not defined,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Footwear INUIKII,Full Leather Wedge 70203-089 Dark Green,Ä 328.00,Green,Inuikii,208648950,Hidden wedge Wedge heel,New, product not in sale ,Fall/Winter,"37 , 39"
Footwear INUIKII,Full Leather Wedge 70203-089 Chocolate,Ä 326.00,Brown,Inuikii,208648936,Flat,New, product not in sale ,Fall/Winter,"35 , 36 , 37 , 38 , 39 , 40"
Footwear INUIKII,Full Leather Wedge 70203-089 Caramel,Ä 328.00,Brown,Inuikii,208648912,not defined,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 41"
Footwear INUIKII,Gloss Wedge 70203-006 Royal Navy,Ä 316.00,Navy Blue,Inuikii,208648899,Hidden wedge Wedge heel,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Footwear INUIKII,Gloss Wedge 70203-006 Green,Ä 297.00,Green,Inuikii,208648875,Hidden wedge,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Footwear INUIKII,Gloss Wedge 70203-006 Cream,Ä 316.00,Beige,Inuikii,208648851,Hidden wedge Wedge heel,New, product not in sale ,All year round,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Ankle boots INUIKII,Trekking Gloss 70202-118 Cream,Ä 366.00,Beige,Inuikii,208648813,Platform Wedge heel,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots INUIKII,Trekking Gloss 70202-118 Black,Ä 366.00,Beige,Inuikii,208648790,Platform Wedge heel,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots INUIKII,Trekking Plain 70202-114 Black,Ä 366.00,Black,Inuikii,208648752,Platform Wedge heel,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 41"
Footwear INUIKII,Trekking Plain 70202-114 Beige,Ä 366.00,Beige,Inuikii,208648738,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Footwear INUIKII,Full Leather 70202-089 Chocolate,Ä 309.00,Brown,Inuikii,208648615,Flat,New, product not in sale ,Fall/Winter,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Footwear INUIKII,Technical Low 70202-105 Black,Ä 333.00,Black,Inuikii,208648714,not defined,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Footwear INUIKII,Technical Low 70202-105 Beige,Ä 333.00,Beige,Inuikii,208648691,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 40 , 41"
Footwear INUIKII,Full Leather 70202-089 Caramel,Ä 309.00,Brown,Inuikii,208648592,not defined,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Footwear INUIKII,Bomber Star 70202-068 Silver,Ä 314.00,Silver,Inuikii,208648578,Flat,New, product not in sale ,Fall/Winter,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Footwear INUIKII,Full Leather 70202-089 Off White,Ä 309.00,Beige,Inuikii,208648677,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 39"
Footwear INUIKII,Bomber Star 70202-068 Black,Ä 314.00,Black,Inuikii,208648554,not defined,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Snow Boots INUIKII,Full Leather 70202-089 Dark Green,Ä 309.00,Green,Inuikii,208648639,not defined,New, product not in sale ,Fall/Winter,"36 , 37 , 39"
Footwear INUIKII,Full Leather 70202-089 Metal,Ä 309.00,Grey,Inuikii,208648653,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 41"
Footwear INUIKII,Rain 70202-066 Yellow,Ä 276.00,Yellow,Inuikii,208648530,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38"
Footwear INUIKII,Sneaker Vernice 70202-066 White,Ä 276.00,White,Inuikii,208648516,Flat,New, product not in sale ,All year round,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Footwear INUIKII,Rain 70202-066 Orange,Ä 276.00,Orange,Inuikii,208648479,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 39"
Footwear INUIKII,Sneaker Vernice 70202-066 Taupe,Ä 276.00,Brown,Inuikii,208648493,Flat,New, product not in sale ,All year round,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Footwear INUIKII,Sneaker Twinface 70102-074 Taupe,Ä 307.00,Brown,Inuikii,208648226,Flat,New, product not in sale ,All year round,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Footwear INUIKII,Sneaker Vernice 70202-066 Black,Ä 276.00,Black,Inuikii,208648455,Flat,New, product not in sale ,All year round,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Footwear INUIKII,Sneaker Vernice 70202-066 Beige,Ä 276.00,Beige,Inuikii,208648431,not defined,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Footwear INUIKII,Sneaker Twinface 70102-074 Beige,Ä 307.00,Beige,Inuikii,208648202,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Footwear INUIKII,Bomber Star 70101-068 Silver,Ä 364.00,Silver,Inuikii,208648196,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Footwear INUIKII,Classic Nabuk 70202-060 Salmon,Ä 293.00,Orange,Inuikii,208648417,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
